anchor,response
"You're welcome, House.",Oof!
Dinner later? I'll pick something up.,still lying on the floor and rubbing his jaw I heard about a good new vegetarian place.
Why am I watParkng you cut your hair?,"If I do it at home, I'm the one who has to clean it up."
I was referring less to where it's happening and more to why.,"New life, new look."
Does that mean you like your new life?,"If you're asking if your job is safe, that depends on what you have to say about the file you're holding."
"It doesn't seem like much of a case. Although, I'm sure I'm wrong!",You are. Tell me why.
"Guy collapsed after being on his feet for hours on a hot day without breakfast, so! that's really weird.","E.R. found nothing wrong, then I decided I should test his wallet."
He's rich? That's why we're taking the case?,"No, we're taking the case because no one knows what's wrong with him. And he's rich."
"No, we're taking the case because no one knows what's wrong with him. And he's rich.",Dr. Adams. To Park Give her the file.
This is my only copy.,"My M.O. depends upon the use of a team. Definitionally, that involves! more than one person. So I really have no choice. Give her the file."
You can't afford a team.,"Adams is free. And I'm referring both to her availability and her price tag Adams gives him a look. New girl, meet newer girl, and vice versa."
You said we were meeting for coffee.,"Well, when someone asks if you want coffee, they obviously don't just mean coffee."
I thought you were referring to talking.,"Talking about medicine. Specifically, as it refers to the guy whose name is on the file she still hasn't handed you."
"I'm not working, House. I'm in the process of looking for a paying job.","In the meantime, there's no way a do-gooder like you has been volunteering all over town ladling kittens, spaying soup!"
There is a free clinic in Trenton.,"Well, think of this as today's free clinic. Only with fewer bums with herpes."
I don't think we actually have much of a case. I think it's just dehydration.,What happened the last time another doctor told you I was wrong about a case?
I lost my job.,You saved a life.
Most people with his kind of money are commissioning oil paintings of their Yorkshire terrier. Benjamin is sacrificing his own comfort to help others.,That's because helping others is his Yorkie oil painting.
"That's naive and sick. You really want to improve things? You do it through policy. This guy empties his pockets, what really changes?","That's right, all those babies with AIDS, they're just using us."
"My parents had $800 between them when they got here. They scraped and borrowed so we could go to good schools, and I worked my ass off. No one gave me a handout. It makes me work harder.",Pointing to Adams Rebuttal.
What's your evil plan?,I object to your cynicism.
It's been earned.,That's what I object to.
"My theory is that you're running a battery of tests to convince him that you saved his life, then con him into funding you to hire back your team.",Sarcastically What?
Your old team?,Shouts What?
"This is your new reality. You've got your office. You've got neighbors. You've got one employee, one volunteer. Until she finds actual, paid work, or gets sick of you.",I talked to Chase and Taub. They're willing to come back.
What about Thirteen?,Not a good choice. She's not long term because she has no long term.
Not taking your calls?,She will.
Discharge the Patient.,"Unexplained loss of consciousness could be cardiomyopathy, global anoxia, subarachnoid hemorrhage"
"You've got two choices, House. You can recognize that your Patient is just a very nice, healthy guy, and send him home, or you can consider altruism a symptom. In which case, you cannot take his money. Walks out",To Park Send him home. And check with admitting for the net worth of all new Patients.
"Sitting in a couch I'm not coming back, House.","Technically, you're back right now."
"While standing upI need you to stop calling me. First 17 messages were cute, but",I'm putting the band back together.
"Interesting that you nEver showed up at my place, what with your love of annoying me and your inability to take no for an answer. I'm guessing ankle monitor.",Showing her his monitor Guilty as charged. Literally.
"I'm not a doctor anymore, House.","The job went away, but not the profession."
Turns out I like boring.,"No, you wanna like boring. But if you actually liked boring, you would have figured that out in fifth grade, when you were bored."
Please stop calling me.,As she leaves No.
As she leaves No.,You showed up to tell me that you don't want to hear from me.
Patient got tachycardic to 185. We pushed 18 milligrams adenosine. There's definitely something wrong with him.,"Which is awesome. Now there's something to cure, which means there's something to be disproportionately financially grateful for."
Got you a coffee. Thanks.,Arrhythmia could easily have caused the collapse that landed Father Teresa in here in the first place.
What about Whipple's?,"If it was Whipple's, there'd be some kind of neurological involvement."
You don't think defying huMan nature is neurological?,Racing heart Medical condition. Bleeding heart Stupid condition.
"Are you saying that because you beliEve it, or because it's in your financial best interest to think his generosity isn't just temporary?",I'm told that some people are just nice. I'm trying to embrace that wisdom.
Benjamin's been taking allergy medication the last few weeks. Long QT syndrome can be medication-induced.,"Flush him with saline, get rid of the antihistamines, then do an EKG."
Walks out Benjamin's room--,I just got so angry.
How about I help you out?,How do you mean?
"I'll give a million dollars as an endowment to the hospital, earmarked for diagnostics.",Wow.
Is that bad?,Ethics are not my strong suit.
Ethics are not my strong suit. Wilson's office--,"Hypothetical if I'm offered oral sex from a sexaholic, do I have to decline?"
"You can't take sex from a sexaholic. You can't give booze to an alcoholic, and you can't take this guy's money.",Could be wrong about the symptom. I'm wrong all the time.
Taking money from a sick person is ethically suspect at best.,"What is this, Canada? All we do is take money from sick people."
We work for it.,I'm working!
I'm working! How much?,"20 dollars. Wilson gesticulates Well, what if it was? It's the same principle. 20 dollars, a million! What's the difference?"
"Actually, the difference is pretty much a million dollars.","He came up with the figure, not me."
"Crap. Got a Patient with end stage renal disease. Her heart can't support dialysis. She needs a transplant, but! House is thinking, looking distracted you tuned out as soon as it stopped being about you, didn't you?",What?
I gotta go.,"It's all moot. Patient pRobably has long QT. PRobably just a really, really decent person. They exist, right?"
"I'm not sure, but it's not what we thought it was. PPTH cafeteria--","So! arrhythmia, fainting, muscle tremors. Plus, unfortunately, mental changes."
To House I still don't think it's neurological. Park sits beside Adams,God bless you.
He lost his wife because she couldn't accept not being filthy rich.,To Park She's not drinking the coffee either.
Why? Why?,"Yeah, why?"
You're not a stranger. And your perverse view of the world is making you force a neurological component onto an obviously cardiological,Your parents didn't love you enough.
There's a whole list of drugs that could have caused his symptoms.,I doubt the guy would spend money on drugs when there are orphans out there without cable.
That comes with a rash. Echovirus.,"Echoing Virus, virus, virus, virus!"
"Fits his physical symptoms. And could, but doesn't necessarily cause personality changes. House and Park look at her Works for Everyone?",Start him on antivirals.
on the phone from her House Click the third tab from the left and find the box that says previous entries. You get a drop-down menu sorted by Patient name and department.,Thank you. Appreciate your help.
"You're gonna read too much into this, aren't you?","No, not at all."
We're gonna fundamentally disagree about what it means to read too much into this. Aren't we?,"Yes, absolutely."
"Look, I thought about what you said, and I realized you were right.",Great. See you tomorrow morning.
"No, you won't.",Afternoon? I can't think of another interpretation.
"Shut up. Look, I'm not sure what you were trying to aParkEve. I'm nEver quite sure. But you were actually a friend to me when I needed it. I don't wanna come back to work for you. But I was wrong to try to push you out of my life.","Looking at his computer screen Everything has gone blue. That's not supposed to happen, right?"
Stay there. I'm comin'.,"No! you don't have to do that. Although, if you did come, maybe you could swing by the Hunan Palace and get some lo mein and a Szechuan beef."
That is six miles out of my way.,"Oh, okay, then. Guess I'll get something from the hospital cafeteria, which is where I get all my meals since I can't go anywhere."
Sighs Fine. I'll get the food.,You're a peach.
What's your Patient's status?,Better. We're discharging him.
Sighs Good. Starts walking back to the clinic,"Hey, hey, hey. Why do you care? Specifically. Although I'm curious about a general answer too."
Your guy just signed up to donate a kidney to my Patient with renal failure.,Did he meet your Patient with renal failure?
"No, he heard the nurses talking about her, that she was short on time.",I was wrong.
"Don't say that. House, she really needs this kidney.",He's not better. His mental status is declining.
Or he's doing an amazing thing for another huMan being.,I thought it was an ethical no-brainer that we can't take stuff from sick people.
"PPTH corridor, walking to Benjamin's room--",He's still sick.
His symptoms have gone away.,Not all of them. Offering an organ to a stranger is a symptom.
A couple dozen people a year make undirected kidney donations.,"Yeah, how Many of them are also in the process of pauperizing themselves?"
"If the guy threw himself on a grenade, he'd be a hero. If it saves a life, who cares?","You do! Yesterday, when you made the exact opposite argument. If there's Even a chance I'm right, it'd be dangerous to give his kidney to someone else."
More dangerous than complete renal failure? My Patient needs this. Now.,"Yeah. If only we could kill 60,000 more people a year, all would be golden."
I'll give you your money.,See? Crazy.
She'll die without it. Perfectly logical.,People with mental deficiency can be logical. Just like sane people can be illogical.
"Dr. House, it's not a symptom. Come back after you're convinced that I'm healthy, and I will give you your money.","No, you won't. Limps out to a bench where Park is sitting. She gets up and follows him"
"No, you won't. Limps out to a bench where Park is sitting. She gets up and follows him",We have time for one more test before we move him.
We have time for one more test before we move him. What test?,"WhatEver test will prove there was an echovirus-irus-irus, and he's not cured, obviously."
"I've been saying all along this could be Whipple's. Causes arrhythmia, tremor, and mental changes.",Bad idea. There's no joint pain. Where's Adams?
Why is she here?,'Cause I called her. Bigger question is why that worked.
I'm here because I have time and you have a crisis and I,We're too busy for rationalizations. Patient made a big downgrade in his personal life. He's pRobably not eating all that healthy.
He's pRobably not eating all that healthy. Magnesium deficiency?,"Wait until they take him back to his room draw blood, do an expanded electrolyte profile."
"Joint pain is common, but not definitive. Whipple's explains all of his symptoms, including the personality change. And it would respond to antibiotics, which is why he started to feel better. Which doesn't mean he's not still sick.",To Park You were right. Counts for nothing if you can't defend it. Book a procedure room. Do an upper endoscopy and run a PCR test for Whipple's.
To Park You were right. Counts for nothing if you can't defend it. Book a procedure room. Do an upper endoscopy and run a PCR test for Whipple's.,Guilt. You feel guilty about leaving.
"Yes, I think that little of you and that much of me. You're nothing without me. she gets up",Not leaving me. Leaving huManity.
I'm going with my girlfriend. The Woman I love.,To have fun.
"You're trying to make me feel guilty because you're saving lives here. And I think that's great. I'm proud to have been a part of it, but! now! I just wanna be happy.",Oh! no one's unhappy in Greece.
It just appeared in the last few weeks. He's having trouble holding a pencil in school.,"Does it itch? Do anything different lately? You get a new baseball glove, a new kitten?"
"Well, the neighbors put in a pool, so he's been spending a lot of time over there. But, well, if it was something in the water, it would be Everywhere, wouldn't it?",It is in the water.
He's allergic to chlorine?,No! Inhales deeply He's allergic to summer lilac.
That's my lotion. And it's not in the pool.,"No, it's on the palms of his hands."
Endoscopy didn't rEveal any lesions in the small intestine. I'm running PCR test now.,Found it in my office. Appears to be a gift. That can't be good. Gives it to Park
Gives it to Park Damn it.,You got her the job interview.
And that was supposed to be the end of it. I! don't take charity.,Good for you! You loon.
I don't like owing people things.,"So either you're so insecure that you feel like you need to always have the upper hand, or you're so arrogant that the notion of a favor is insulting to you."
I just don't like it. It makes me feel! icky.,That's the reason? Ickiness? You nEver Even tried to analyze this? It's Even crazier than the gift thing.
House! looking at the computer screen there's no sign of tropheryma DNA. It's not Whipple's.,Well! we did what we could.
Almost always hits the kidneys.,"Ah, Dr."
You're off the case.,That seems like an overreaction.
That's idiotic. Foreman gives her a look Sorry.,"Don't apologize. I don't know if you're power crazed or paranoid, but I know she's right. Two lives are in the balance here."
"House, I worked for you for sEven years. I know how you operate. So when I see symptoms magically show up right when you need them",And I was your boss for sEven years.
What'd you give him?,Nothing! You can't prove otherwise. So why don't you do the smart thing here?
You can't let him do this.,Sighs He's the boss. And he's right.
I assume you dosed the Patient because you're really certain he has a neurological condition?,I assume you're interpreting my actions in the best possible light 'cause you didn't get the job? Paper crumpling What's with you and Park?
Paper crumpling What's with you and Park? Nothing.,I expect my people to lie better than that.
I just! I thought it was interesting she couldn't accept that coffee. I wanted to see how deep it went.,But now?
"Oh, now I just want to win.",Chuckles softly What was in the box?
Gift certifiCate. The Spa.,"Nah, that's not gonna do it."
"Nah, that's not gonna do it. You're up against a lifetime of training. If you wanna win, you gotta do something she can't possibly reciproCate. You gotta push her neuroses to the point where Even she thinks that she's crazy.","One more favor. Then I promise, I'll leave you alone forEver. Or I'm lying. Either way, it's more interesting than whatEver you're doing now."
"Arrhythmia, muscle tremors, and, yes, mental changes. If his heart doesn't rupture, he's liable to rip it out and give it away.","You know, the down vibe in here is totally ruining my Charlie's Angels fantasy. Buzzing continues To Park And that haircut isn't helping, either."
Could be Coxsackie B virus.,Or pericarditis.
"And if it is acute intermittent porphyria, that would explain why his symptoms keep recurring.",It's unlikely! but it's possible. What else? Nobody says a thing I said what else?
It's unlikely! but it's possible. What else? Nobody says a thing I said what else?,"Oh, for!"
"Nobody says a thing I said what else? Oh, for!","There. That's better. Now, what else? Thirteen, Adams, and Park are all out of ideas. Well, if there's nothing better than possible, then possible gets upgraded to pRobable."
"No, I'll go. She gets up and leaves the office. House follows her to the hall","So what's the answer? Are you now on the team? Mocking Park Like, forEver?"
I don't know.,'Cause I was thinking of ordering T-shirts.
'Cause I was thinking of ordering T-shirts.,So! guilt?
"Yes, you were right. You're always right. I just! I have the skills to help people. Is it okay for me to walk away from that because I! want to just have fun?",Obviously not.
Wilson's office-- House opens the door.,How's your Patient?
"No department. No money. And somehow, you Managed to con her into hanging around.","I have a gift. Suddenly, it hits him. He gets one of his million-yard stares, those where he figures what's the deal with his Patient, typical when he's with Wilson"
"He gets one of his million-yard stares, those where he figures what's the deal with his Patient, typical when he's with Wilson What?",It was a con.
The Patient was faking?,"No, I was."
You think he's allergic to Iodine?,"No, again."
Then you pumped his body full of Iodine and kicked him into thyrotoxicosis.,"I said don't interrupt. But, yes, you're right. Take out the nodule, he'll be fine."
"Benjamin's room-- Benjamin is in his bed, with a gauze in his neck. House is sitting beside him, reading a 'Guitar' magazine. Benjamin wakes up.","Two days, one surgery. I now accept that you're all better. Where's my money?"
You made me sick.,"You were already sick. I just made you much, much worse. Seriously! the money. You're not giving it to me, are you?"
When you're facing death! some things come into focus. My wife!,You love your family. You want them back. Your altruism was always a symptom.
"No, it wasn't. I'm still gonna",Keep less? How much less? Just enough to spoil your kids?
Just enough to spoil your kids? No.,But they need it more than people with TB or Parkldren in Indonesia with no eyes? Diagnosticians with hearts of gold?
I don't wanna give you money because you're an ass.,I was an ass last week.
I love my family. I want to be with them. That doesn't make me a bad person.,No. It makes you a healthy person. Walks out
Your car is getting fixed. You're right. She went for it.,Good work. Need a lift tomorrow? 'Cause your car is still in the shop.
I don't take charity. I'm just glad it's over.,Nothing is Ever over. Park leaves
"PPTH lobby-- Thirteen meets her girlfriend in the lobby, and kisses her. Just when they are about to leave, House calls her.",Thirteen. Wait a minute. Thirteen walks towards House You're fired.
"Now what? House, I'm starving.",I'm not joking. You're fired. Don't come in tomorrow.
Don't come in tomorrow. House!,I can work with people who've got nowhere else to go.
You're trying to save me.,Yes! I think that little of you and that much of me.
I need you to drive me to a doctor.,This would totally suck.
Central serous retinopathy. She gets up and closes House's laptop. It's linked to type A personalities.,Funduscopic exam was normal.
What? He apologized.,"What? Because he said he apologized? He's saying he's sorry that someone, namely you, overreacted namely, by punParkng him."
He grabbed my behind.,Word is it was a celebratory slap after you completed your first-Ever AVM embolization.
"He grabbed it, he apologized for grabbing it, and now he's taking classes because he grabbed it.","The classes make him sympathetic. Which, in turn, makes his unrepentant attacker! Evil. Which, in turn, in turn, makes you so fired."
100 bucks says I won't get fired.,"Oh, you don't wanna bet me."
"Oh, you don't wanna bet me.","Oh, my."
"Oh, you don't wanna bet me. Oh, my.",You're fired.
I! The bet is,But I thought
After! Then I! Oh,If only
The bet's that I'll get fired after my hearing!,"I'll take that action too, but you're already a C-note in the hole."
"I'll take that action too, but you're already a C-note in the hole.",You're late.
"Considering I don't work here, arguably, I'm early.",Pearl earrings? Knee-length dress. That's not a very shameful walk of shame.
I was at a job interview.,I hope it went terribly.
Thad Barton? We only help rich white guys?,I am an equal opportunity exploiter.
"Atropine poisoning. He's moving his company to Parkna, and his employees are hanging him in effigy. Could have moved on to the real thing.",Pupils are normal.
Pupils are normal. Thyrotoxicosis?,Not! a terrible idea. I'm gonna go give him P.T.U. and T.L.C. I have no idea what that second one stands for.
"Things don't seem small anymore, theyHouse is handing him the PTU pills and a glass of water. I woke up from a nap and, uh, Everything went from really small to really huge.","Well, then, these giant balls of medicine are not gonna work anymore. The change actually makes things simpler. Your occipital lobe is acting up, giving you a migraine."
It's called Alice in Wonderland syndrome. Seriously?,"I nEver joke. Good news is, it's treatable with medication. Bad news is! it can make you very, very late for very important dates. I sometimes joke."
trying to find money in our budget so we don't have to move our operations overseas.,I get it.
What are you guys talking about?,"Oh, just how different the two cultures are."
Let's try the medication first. Speaking Mandarin How much do you want? House smiles.,"You're hired! Oh, you guys are gonna love Doctors Chase and Taub. He grabs a chair and sits with them. Keep your Nazi sentiments quiet around the little one."
You got the money? How?,Patient's a smart businessMan.
He's destroying thousands of jobs.,"Jobs are not being destroyed. They're being reloCated. The fact that you see that as inherently bad means you're an irrational patriot. To put it another way, a patriot."
Patriotism is natural. We've always relied on our tribes to keep us safe. It's helpful for society if its members have positive feelings about that society.,Iranian women.
I think it could be hyperviscosity syndrome. Are you sure Foreman's okay with this thing in his office?,He's nEver gonna know. He's actually in here right now.
Blood count and protein count are normal.,"I think it could be hyperviscosity syndrome. Sorry, but after Park sent out here hospital-wide non-apology apology this morning, I assume that plagiarism is the new black."
If it makes Andrews look sympathetic!,Copying him makes you look pathetic. And I will pay you not to go to anger Management classes.
What about another clotting pRoblem? Factor 5 Leiden deficiency.,It's possible. Adams is the one who needs to deal with her anger.
Adams is the one who needs to deal with her anger. Myelodysplastic syndrome.,I heard about your conversation with the Patient's daughter. You were hostile.
"Well, their company's making a decision I strongly disagree with.",Yet you were nEver anything but courteous to the racists and rapists in prison. Those guys made decisions you supported?
Those guys made decisions you supported? Myelodysplastic syndrome.,I'm guessing it has something to do with the funeral you attended yesterday morning.
I was at a job interview.,You got to work at 915. Closest hospital with an opening in your specialty is 45 minutes away. It's not possible. My condolences.
I wasn't at a funeral.,That just leaves! Everywhere but a job interview.
That just leaves! Everywhere but a job interview.,Who goes there? REveal yourself!
Now. He enters and walks toward his desk.,"Well, we would. But Orthopedics is still squatting in two thirds of my office, which is weird, 'cause you got a large check last night. He points at the desk."
What are you doing?,Holding your ass. You really didn't know?
You really didn't know? House!,Just trying to help you out here.
Why! did you do that?,We have a bet.
But he's the chair of the disciplinary committee. Forget about the bet.,You two really need to do your homework with me. Treat the Patient with activated protein c.
"And if he has Factor 5 Leiden deficiency, he'll throw another clot.",Exactly.
Is this supposed to itch like this?,ItParkng. Interesting.
Not interesting. Already went away.,Doubly interesting. Means we have to explain the arrival and the departure.
Turn that off.,Different wavelengths are stimulating your autonomic nervous system. That's what's making you feel like you're on a boat in choppy waters.
Different wavelengths are stimulating your autonomic nervous system. That's what's making you feel like you're on a boat in choppy waters.,Oh ho ho! Cool.
"Oh, you will. And! I'll deny it, and he'll beliEve you. But then these two beliEve that the policy of protecting American jobs starts at home. So they'll nEver testify against me. And you won't be able to prove anything.","Now, if I punched him in the face, that he could prove."
I remember you saying something about how loyalty to real estate was stupid.,"This is about reclaiming stolen property! Loyalty to real estate is stupid, because loyalty is stupid."
"First patriotism, now loyalty. You hate ice cream too?","French vanilla, yeah. To willfully identify yourself as something else is a perversion of self-expression."
I had a thought. Other than the fact that loyalty is the basis of all meaningful relationships. The daughter said that her mother died of non-Hodgkin's lymphoma. What if she was misdiagnosed?,Dutch chocolate's not bad. Gotta give 'em that.
"Her lymphoma could have been caused by a virus, HTLV-1, which our Patient contracted through having sex with his wife.","In other words, loyalty gave him cancer. I like it. Start him on radiation. He leaves his office."
Chang and Eng Bunker. It's the most famous conjoined twins in history. 2011 is the bicentennial of their birth.,The best Halloween costumes are always the ones that need an explanation. Park comes in. What took you so long? I already lost one of them.
You need help with the lacerations?,"No, I think I got palliative. Why don't you take prEventative?"
PrEvent what? He got in a fight.,Which he started. Which means he's both irascible and stupid.
"I told the drunk, racist frat guy the proper term is conjoined twin, not Siamese.",I can't comment on the drunk or the frat.
"Sometimes, it's incredibly satisfying to wind up and punch someone who really deserves it. But when you think about the consequences","Okay, let's go."
I thought you wanted me to help him with his anger.,"No, I got Everything I need."
"No, I got Everything I need. Sometimes!",Sometimes! With playback It's incredibly satisfying to wind up and punch someone who deserves it. Wonder what the committee's gonna make of that.
EKG and troponins were equivocal. It's not Even clear if our Patient just had a heart attack or what it was.,Let's look at segmental wall motion abnormalities.
And you want to do some insider trading? I take it felonies aren't a violation of your parole?,"It's not insider trading. Just betting on myself to solve the case. Once we cure him, share price goes up, I pay you back."
"Once we cure him, share price goes up, I pay you back. No.","No, you don't say no. You! make a counter offer."
I'm not loaning my boss money.,"Fine. I'll make you a counter. $100,000. $20,000. I'll buy options instead of shares. More risk, but more upside. But that's as low as I'm gonna go."
"I could do $5,000.",Really? No backsies.
If! you double your clinic hours. Six a week. I've seen how you disrespect those Patients.,So you want twice as Many of them disrespected?
"Spend more hours with them, you'll treat them more huManely.","And this time, a land war in Russia will be a good idea."
"And this time, a land war in Russia will be a good idea. Deal?",Here's what I'm thinking.
"Here's what I'm thinking. You went to a parole hearing, where one of your old Patients was denied. Hence the attire, hence the tardiness. And, most important, hence the anger. You think you can restore the cosmic balance by doing extra good here. More annoyingly, by having me do it. Adams walks away. And deal!","Of course, you know! this means war."
"If the plumbing's fine, check the electrical. EP study.","Nice idea. Even has a metaphor in it. Not worth more than my honor. But delightful, all the same."
I'm not going to lose. My college roommate is the editor of the Yale Law Review. She's writing my opening statement.,You will be eloquent in your loss.
I already told Foreman he'd been drinking that night.,"Andrews was taking sexual harassment classes, not AA."
Then why isn't he saturated?,Seems healthy to me.
"Instead, I am going to lose $20,000. 20?",Your five plus the five I stole from Wilson.
"And extrapolating, tomorrow you'll owe just shy of $1 million.","It's your own fault. You forced me to go with the options here. Your damn anger issues are screwing with my finances. Regular stock this time, nice and safe."
I'm not angry. I don't know if you're trying to make me angry.,You refuse to bet on yourself. That means low self-esteem.
"So if I give you $200,000, I'll feel smart and pretty.",Low self-esteem can be brought on by exposure to one's relatives.
Low self-esteem can be brought on by exposure to one's relatives. Nice clothes and anger! Classic symptoms. Family gathering. You were late the other day 'cause you were having breakfast with Grammy Adams or Cousin Itt. And she was nagging you about finding a husband.,"Ah, ah, ah, ah! He stops her with his cane. No spoilers. They ruin Everything."
Pulmonology was that way.,Our Patient's lung pRoblem is not a lung pRoblem. It's a brain pRoblem. We're consulting with Neurology.
That's my old boss. You don't actually think this is neurological.,"I don't know what it is. Maybe I should just accept the Patient's death, if getting help can lead to awkwardness."
"I don't know what it is. Maybe I should just accept the Patient's death, if getting help can lead to awkwardness.",Dr. Andrews. My associates. Doctors Adams and Park. Park seems very uncomfortable.
Can we go now?,You really wanna turn your back on this guy? Sorry. Carry on.
Uh! well! It sounds like there could be spinal cord involvement. Have you considered normal pressure hydrocephalus?,"Okay, normal pressure hydrocephalus going once. Normal pressure hydrocephalus going twice!"
Then it's a good thing he has A.D.S.,"Do you really beliEve in this diagnosis? Because if this is just a pissing contest, you are at a sEvere anatomical disadvantage."
It's autonomic dysregulation syndrome.,No! it's normal pressure hydrocephalus. Do a spinal fluid test to confirm.
She's not yours to fire.,"You guys better fire her for insubordination, 'cause she went rogue, and my Patient is now in a coma."
"No, it was my idea! Seriously, House?",At least I'm smart enough to know what I don't know.
I can't beliEve you did that.,Right back at ya. Our Patient's dying. We need theories.
It's gotta be normal pressure hydrocephalus. Andrews predicted the coma.,"Yeah, but Even a broken doctor's right twice a day. Patient wasn't wet, wobbly, or wacky. Coma had to be a lucky guess."
"If you didn't think he was right, then why did you want us to collect his spinal fluid?",I didn't. I wanted you to do a tilt table test.
You have a wonderful way of communicating.,I knew Park wanted to do a tilt table.
"I knew Park wanted to do a tilt table. She listens to me, I waste an hour. If she defies me! Then I get the test I want and my 100 bucks. Holding his hand up Up high.",You're angry.
Yes! Now I'm angry. Let's run the test for normal pressure hydrocephalus.,No. What else would explain our symptoms and make our Patient go into a coma during that test? How 'bout hepatic encephalopathy?
"No, we already tested his liver enzymes. They're normal.",Or his liver's so far gone it can't Even produce enzymes.
"Biopsy was clean. It's not his liver. I also ran the spinal fluid test, and you were right that Andrews was wrong. His ICP was not normal. It was elevated. What about HTLV?",We ruled that out three days ago.
"Because of his heart pRoblems, but","Once something gets taken off the board, I'm the only one who's allowed to put it back on."
"You owe me 106,804 Yuan. Or $100 U.S.","God, but you're petty. Okay, so! two options. Either we figure out what's wrong with this guy, or we figure out how to make this company profitable in New Jersey."
Brain scans indiCate it could be Loa loa disease.,"Ah, shut it off!"
"Ah, shut it off!",Apparently we're allowed to do this now.
"Get out of here, House!",This diagnosis was brought to you by the letter Y.
"God, you're okay. I'm thirsty.",That's a side effect of not dying.
So I'm gonna be completely cured.,It's not all about you.
"He just woke up. Dad, you don't have to deal with this right now. House stops her.","Ah, mm, yeah, actually!"
"Dad! I can't do it. If this is really about family, you will not do this.",Morning.
"If this is really about family, you will not do this. Morning.",Got lucky this time.
"No, you didn't. I made this bet so you'd stop actively trying to fire Park so you'd be neutral. You went out of your way to help her. She obviously earned your respect, passed whatEver test you","I sabotaged her hearing. You do read the school paper, don't you?"
"If you had sabotaged her hearing, she would have gotten more than a slap on the wrist. What you actually did was make her emotional and make the board members see her as a victim.",'Cause the panel feels badly for incompetent doctors who nearly kill people.
"You know that Everyone on that panel hates you. You know the minute you recommend firing anyone, they start discussing how big a bonus to give them.",That's just hurtful.
What five grand?,Just take it. Trust me.
Just take it. Trust me.,Found her sleeping in the Park. Said she ran away because her daddy didn't love her. And that is exactly what happened! as far as you can prove.
Congratulations. You're not going to jail! today. But you do know I just can't let this slide. You need to keep up your rep.,Fine. Clinic hours. I'll double them.
Okay. 12 hours a week.,No! Three times two equals six.
And 3 times 2 times 2 is 12. I know about your deal with Adams.,Call Chase and Taub. Get 'em in here. The boys are back.
This check is for significantly more than what I told you it would take to fund the department.,I know.
You paged me?,Congratulations.
You paged me? Congratulations.,You caught your boyfriend cheating that morning.
It wasn't my boyfriend. It was my husband. I was at my Lawyer's office signing the divorce papers.,Wow. I missed the fact that you were married.
We've been separated for almost a year.,So!
Male Patient went into v-fib but shows no signs of heart disease,What was he doing when his heart decided to do the mambo?
He said he was at work.,You're late.
"According to my calendar, I'm a week early.",Beard's a nice touch.
And I look forward to working with you as well.,"He's lying, not just Taub! the Patient. These abrasions on his knees! they're minty fresh! about ten hours old."
He got them playing flag football.,He said he got them playing flag football. I'm sure that's true if flag is a euphemism for penis and football is a euphemism for entering a vagina.
Why lie about it? Everybody lies.,"Speaking of which, how are your two baby girls?"
"Wow, twins! congratulations.",making a big show of oops wrong thing to say Awkward!
Why would I? They look just like me.,But they will grow. Find out what else he's lying about. Do an exercise test! see if you can get him to go back into v-fib again.
But we could end up causing another cardiac arrest.,Hopefully. Then we'll know what set it off.
He means it's better to do it here where we can revive him than have it happen somewhere else.,The prodigal son has returned.
It's his heart we're worried about. The test will monitor its rhythm so we can check for any abnormalities.,loudly I spent a month in solitary. You don't think I can keep this up all day?
I have a headache. Could you just lower your voice?,loudly Chase and Taub are back!
You want me to pick up an ice-cream cake?,I also think that Taub has brought his little Taubettes into work with him today.
Why would he do that?,"Because I didn't give him time to do anything else. Then I started wondering, who'd be sappy enough to watch them for him?"
They're not here.,"What? I just came for a chat with a friend. What's that I smell, friend?"
"I understand your confusion. I was eating a baby for lunch, and! House looks under the desk. I have a massive migraine. Will you please just go away?",You should pRobably lie down and rest.
Yeah. I was trying to.,at the door Oh! There is one more thing.
It's extreme and reckless. That's House. You get used to it.,sticking his head in the door at just the right moment Or I fire you.
jumps up and takes the stroller Give me my kids.,No. I genuinely wonder who they belong to. I need a DNA sample. He holds up a wrapped swab.
I'm not letting you DNA test my kids.,Already did.
Myocarditis! viral infection weakening the wall muscles. We need to biopsy his heart to confirm.,Myocarditis wouldn't cause a seizure.
Could be genetic! Brugada Syndrome.,"Oh, my God. Two prodigal sons. Come on. Let's hug it out. He holds his arms wide."
"You really like the idea, or you just want to grab some hair for a DNA test?",It's a stupid idea.
A pheochromocytoma. getting up and grabbing her end of the couch Excess adrenaline can cause heart pRoblems and! seizures.,Boring!
"I'm sorry. I thought I was here to treat the Patients, not entertain you.","Would it hurt to do both? flops over the couch back and lies down Oh, this is much better! I said it was boring. I didn't say it was wrong."
So I'm right.,"Nope. You're wrong. Photic epilepsy! it's equally boring, but it has the advantage of possibly being right. Give him an E.E.G. to confirm."
What exactly are they building back there?,A dream.
He doesn't have photic epilepsy.,"I know, because he has a pheochromocytoma."
You said I was wrong.,You were wrong not to rule out epilepsy first.
"I can't! I have my kids! Wilson's leaving in, like, minutes!",Chase and Adams can do the test.
Chase and Adams can do the test. Thank you.,For the massage bed. You and Park are checking the motel he was bumping uglies at for environmental factors.
Where is the construction crew?,"Well, I'm not gonna make them work day and night. So I chose night. He spits into a mug."
