anchor,response
"Now her liver starts to bleed, like me after You okay?",Great. Just practicing my clown college audition.
What are you doing?,It's not over for me.
Who are you hiding from?,looking at two framed photos on the coffee table Wilson.
But she had no fEver. Her LP was clear.,"Do an echo to confirm it's in her heart, and then I'll tell our Patient that we just killed her."
You have to give me something.,"Cuddy's gonna love you. The Patient, on the other hand, is gonna hate you until the day she dies next week. Actually, this idiot will pRobably forgive you. He leaves."
"Doc, what ya need? I'm running a special on grilled cheese this week. Got some new girly mags too.","I was thinking of something more! Vicodin-y. At least 16, and I need them Friday at noon."
You figure? You're playing Russian Roulette but the gun's pointed at him.,No. Cutting open his head is what's dangerous.
"I'm not afraid of Foreman. I agree with him, all the tests back him up.",All the tests have not been done. You do realize that Blackaparte's reign is only temporary.
"I'm just not in the mood for bacon. And you're obviously trying to avoid talking about Kutner. Which is odd, because you spent a whole week obsessing about why",He's no longer on my team. I'm sorry he's no longer on my team. Nothing else to talk about.
"Doctor House, You really didn't know. What do you think?",No. I didn't. And frankly I'm angry. Which I'm guessing is the correct response. Course I'll know better once you tell me what you're talking about.
Last week. I was fifteen last week.,walking over to his desk and sitting down Happy birthday to both of us.
What are you giving me?,How'd you do the trick?
"Maybe he's not saying no, maybe he's saying down. Yes beep Are you saying that the pain is lower? Yes beep How low, your leg? No beep Your foot? Yes beep","Left foot? No beep Check his! let me see now! yeah, his right foot."
Wasn't easy. Bought a suitably cruddy set of fife and drum napkin rings online. diagnosing again Scleroderma?,Skin's fine. A.N.A. was negative. So what did that set you back?
How can so much be wrong with nothing being wrong?,Since when has cancer been considered nothing?
Why does this matter so much?,I don't know. Heart rate?
"If my daughter doesn't want to choose the easy path, I won't force her to.",Then you're a lousy mom. You want your daughter to be a freak.
Those times I just didn't feel like talking to you. Kinda like now.,"I'd apologize again, but I'm still waiting for you to accept the first one. he pauses You do work for me. I am entitled to ask when you're coming back."
moving quickly to catch up to House Everyone else knew?,Everyone I could trust. So yes.
"very angry I am not gonna sit here wasting time just so you can avoid your father's funeral! Costello looks at them, interested.",He's my father. I have the right to avoid his funeral.
He was killed by his own gun.,"Which he bought years ago, obviously for self-defense."
They're good doctors.,"turning around to face Taub and Kutner Separately, they're great doctors, better than you."
Coffee? Bad idea. He raises his voice deliberately so the volume almost sounds like shouting - obviously he's trying to torture poor House with his migraine. You're better off with water.,Coffee's closer.
In life. Sam likes you!,But she wants me to move out.
"No, because if you don't, I'm gonna tell the pharmacy to stop issuing Vicodin prescriptions in my name.",I'm not paying for gas.
Huh Fills in the space,"So, 403 PM. Dr. House checks out. Please write that down."
ACE lEvels are too low for sarcoidosis. stares at him for a moment and then pulls the ribbon,That's not what I meant. proceeds to open the present Could just be an inactive phase.
I don't know. You're the one who set the theme something about relationships made you go out and provoke a fight. Wilson and Sam have a relationship. You're not thrilled about it.,"They're happy. Why should I screw that up? Everyone's happy. Everyone's moving in together Wilson and Sam, Cuddy and Lucas. Even Alvie's"
persistent But I want you to be my doctor.,turns Why?
"Adrenal venous sampling makes more sense and is a less invasive procedure! which you don't care about, because you just want to check the pituitary, because you still think there's something wrong with the guy's brain?",Can't fool you.
painful to think about it And the room service thing was just spiteful.,I was hungry.
But we had an appointment.,"Hah, nice try, but this is a walk-in clinic, which means there are no appointments."
"Were you trying to get me fired? If you didn't want me working here, why didn't you just say so?","I just don't want you working right here, in my office. But anywhere else in the building is fine. It's a big hospital."
But they're red.,That's because you're trying to remove your corneas. walks over to next Man What's wrong with you?
I made my wishes clear.,"Uh-huh, and if the crazy fairy were here, she could grant them."
You look tired. Thanks.,It's no wonder. You've had a hard time the last couple of days.
"No, what if it's not a cause? What if it's a symptom?","Okay, so what could cause obesity and skin necrosis? Listen, I don't care if it makes sense, just give me something."
You might want to turn off the TV.,I'm multi-tasking. Also doing my taxes. And Cuddy. What'd you find out?
So you're condemning one of these kids to die based on random chance. pregnant pause,I guess I am.
turns his head to look at House Really?,looks at Wilson I'm not an idiot. I know I need help.
Hiding because Vogler's looking for you. That's just pathetic.,"I don't like loud, angry giants threatening me with violence. How is that pathetic?"
"And that would be wrong. But luckily, the definition of urgent is fungible.",Not the definition of case though.
Got your scans back from today.,Yeah. Foreman sees the look on his face and stops shooting video monsters. Okay. He hangs up.
It means we might have an actual case.,"Mexican herbal medication for stomach pRoblems, but only in the sense that lead chromate is an herb and poison is a medication."
It's not a gun. It's a taser.,"It's so cool looking. What does it do? Fire about 60,000 volts? At least, that's what it would take to jack someone's heart up to 150s."
forcefully We haven't broken up. Are you back?,Sort of.
"He won't come. Just started a new job after graduation, they're working on some big merger.",Tell him his friend's life hangs in the balance.
"I'm not pregnant, they burnt my omelet. You need to apologize to this guy.",I'm a Man of principle. I don't care how much time and money it costs you to defend me.
She's going to die.,"That's not my fault. She was going to die anyway. Now, thanks to me, at least she'll know why."
"Oh, this is going to work out great. silently smirks",wipes his hands off on the napkin Come on.
Are you sleeping over there yet?,"Nope. She comes over, we hook up, she leaves."
Uh! not much.,"She's Manipulative, yet completely docile. Everybody tells us that outburst on the catwalk was out of character. She's nEver had a period."
No New plan?,Yep.
Find out which cancer killed them. Foreman stands with his arms folded while the others leave. Did I forget you? You can check out the Patient's eye.,Put this on Dr. O'Shea. He reaches over Dr. O'Shea. And some Parkps.
"Just been served with papers. Actually paper one page. She reads it. Defendant Princeton-Plainsboro hospital and Dr Chase blah, blah, blah. Medical malpractice, negligence blah, blah.",You're surprised they're suing? You think people love Chase so much they're gonna just forgo--
"House, this isn't worth House.",Looks to his right and sees the mystery Woman sitting facing him. She is wearing a red scarf now. Why are you here?
I've always thought she's looked sexiest when she was pregnant. House looks slightly disturbed. Something bout knowing she's a mother makes me want to,"Yeah, tell her that and leave me alone."
"Because, if I think less of him, I'll help you more? You're wrong. The fact that a Patient did bad things doesn't change anything. He still deserves to have some control over his own body.","If he had control of his own body, he'd be dead."
Maybe its shigellosis.,Wouldn't account for the bradycardia.
Victim? You think she's better off staying,Yes! Because at least she knows she's not qualified for the job.
But you're just in time to do the dad. Doctor House?,He'll be back in the morning.
"I was in love with you. I was an idiot. Tried to be like you, tried to understand you because I thought I could heal you. pause You almost killed that Patient.",If almost not saving his life means
We're maxing him out on morphine.,He sprung a leak. He's losing CSF from the tap site.
"If the sea bass was married, I might.","laughing slightly See, you're being judgmental. Isn't that against your code or something?"
"No. To Cuddy. How long have I been here? Got the feeling it's uh, been a long time.",Interesting.
"sighs Sheldon and I had a big falling out years ago. We only really started talking again because of the reenactments. They, uh! gave me my brother back.",That's a very moving story. Be a lot more affecting if you hadn't bonded over something so completely idiotic.
You think he's a hypocrite?,unplugging the TV Hypocrite?
"Then Hurry! Cameron, suit up. You're gonna monitor Foreman. He's on to hand contractures he'll be on Anton's blindness soon. Run hourly checks because when he does go blind he won't be able to tell us. We'll use the data to construct a timeline so we'll see how far behind Joe he is.",Why are you still here?
"So Many questions! starting with why did Chase address his comment to someone who wasn't Even in the room? Hocus pocus, on my feet you idiots must focus.",Uh! uh! extreme! drained!
She is hot.,Obviously the drugs weren't out of his system.
Sorry. So this really worked. He'll be! normal?,"Um. If you call being born twice, normal. He gets up to leave."
You're not going to say anything?,"I'm going to keep my mouth shut. Legally, it's better for me if you go down in flames."
"We're just starting to think about new jobs, where we want to live.",Moving too. Interesting.
Regional anesthesia is a new symptom.,Not if the chest pain is related to the numbness.
Come here. Look at this. Come here.,Adorable. Elevators keep crashing. Is Mercury in retrograde or what?
"Doctor House, They say you have a gift. What do you think?",They like to talk.
No reason it couldn't cause an artery in the brain to spasm. Leads to the delirium and the pulmonary edema.,"Foreman, give her ergonovine to cause vasospasms, and run an fMRI to see which artery's dancing."
confused You've already had me fired.,Which proves that I can.
"I don't know, Vietnam age?","Well, back in my day, the real dodgers had the stones to run up to Canada or shoot themselves in the foot."
I am not fighting with my wife. I had a flat tire. It's in my trunk. You can go look at it if you want.,Don't need to. Face tells me you're bluffing. Taub looks at him questioningly Not yours Chase's.
"Cane prints. I'm actually kind of insulted. No way I'm a drug addict, but you completely buy that I fell in love with a prostitute?",You played to your strengths.
You booked us dinner reservations?,Best Maryland crab in... Maryland.
"It happened when I was in gen-pop. I was in the library, just readin', and I started feelin real nervous. This guy was staring at me, I could feel his eyes digging holes in the back of my neck, it made me feel crazy. Sweat was pouring down my face. I could hear my heartbeat racing in my ears. I just raged out on the dude.",So what's the differential for raging out?
"Ramona said I should come to you for my refill. He holds up a pill bottle. Uh, with, for the beginning to droop? He demonstrates with his finger. House takes the bottle. She said you'd pRobably want to talk to me first.",She lied. He hands Myron a script. Here you go.
A person's upbringing and their biology are completely different.,Yeah.
What kind of surgery?,It's very simple. We do it here all the time.
standing with difficulty and pulling on his jumpsuit. There's another portrait of Nicole on the wall by the bunk. but not now. I got something to do.,"You're a prisoner on tier time. By definition, you have nothing to do."
Wait right here. Thank you.,to a nurse Sleep study. Please make sure he's not disturbed for the next eight hours.
"I'm searParkng both Clarence's cells. I figure, if he's on something, it's stashed somewhere.",Unless he finished it.
They give the illusion of the story moving forward. New Patient.,Sixteen-year-old boy with second-degree...
"No, you won't.",Afternoon? I can't think of another interpretation.
How'd you know he had,You called after midnight.
You plan on doing any work today?,I thought I might do a little light doctoring in the afternoon.
"The three of you, lobby, now.",Those little pills you're passing out so efficiently aren't going to do Miss Louganis squat.
You're in pain.,And you're roManticizing. Again.
"When you stand up, your BP and heart rate are supposed to go up, not...",Got it.
Slow reaction time.,Because I just woke up from sleeping in the clinic like I always do.
sighs in defeat You wanna talk about what happened to you? No.,sitting on a stool Talk about your STD meds?
You're a doctor.,Not by this clinic's definition since I'm neither a moron nor a mindless drone! The doctor quickly picks up a phone and starts dialling
complaining hoarsely I said we should've turned back. You should have listened to me. Now we're eight miles over the Arctic...,"looks up I'm trying to listen to you now, so shut up. listens into her chest again Heart's fine. can't resist mentioning Breasts are firm."
"Yeah, that makes sense.",Usually I have more of a fight on that one.
My boss has me break into places all the time.,"Pain has been getting worse. I figured if I upped the Vicodin any more, I'd end up back in a rubber room, so this seemed like the smarter choice."
We'll find out as soon as we MRI her lungs. The ducklings file out,You're going to come begging me to save this girl long before I come begging you for pills.
"This is your way of saying you accept my apology, isn't it?","Nope, this is my way of saying you were doing a crappy job before you will do a slightly crappier job now."
"Let me go! I just wanted a little snack, all right? Yo, I didn't know they maParkne was moved! I want some Ritz Bits. Yo, I might be pregnant! I get these cravings!",You get the name?
"Doctor House, Well, the sParkzophrenia explains one mystery why you're so fascinated by a Woman with a bump in her leg. Like Picasso deciding to whitewash a fence. What do you think?","Thanks. I'm more of a Leroy NeiMan Man. And it is only about the DVT. She's 38 years old, she should be!"
"What is it? You won't help Cindy but you're obsessed with this piece of dirt! Are you just trying to prove that who someone is doesn't matter, that all that matters is your stupid puzzle? Fine. Treat them the same. That's all I'm asking. One test.","Wow, that is remarkable."
"Tell me that the liver biopsy showed infiltrates, minor inflammation. Yeah. How...?","Snot on a napkin. Add the heart, infiltrates..."
The Parkcken is still in Picadilly Square.,Brilliant. She'll nEver suspect that NorMandy is her target.
Gall bladder pRoblems can affect the liver. Cholecystitis?,Did you just shush me?
"People lie, I get it, but they don't go up against two armed gunmen to save someone unless",There's a reason that we don't let kids vote or drink or work in the salt mines.
Adam! Adam!,So what makes fluid fill the lining of a kid's lungs?
"Foreman fall for the paycheck thing? Uh, yeah.",Mazel tov. Should be fun to watch.
Over here! Camera pans to a young Man leaning against the back of Wilson's car reading House's newspaper.,"Sighs. Dr Wilson, I want you to meet my stalker"
"Please, I don't care about the risks!",To Hannah You're very lucky to have such a devoted partner.
"shocks Ian, Chase checks for a pulse Nothing.","Again. shock, check for pulse"
Tell him you're done firing people.,"Well if I lie, that would be little reassurance."
If you're looking for something to help with your pain,"Doesn't help my pain, it eliminates it."
Alice Tanner is your Patient?,excitedly You're a fannon too?
told-you-so So the treatment's working.,quietly to Terzi Wanna ditch Dr. Killjoy and... hop in the company jet? Little trip down Mexico Way. And I'm not talking about the country or the plane.
"No, I don't.",We have to do x-rays to make sure you don't have internal injuries. Blood test to make sure no infections. An EEG for neurological anomalies and biopsy a spinal nerve.
"If you have something to say, say it.",You're rushing to a diagnosis because you're rushing out of this room because you're rightly upset with me. Although I wasn't the one who made that asinine decision to
People drop things. You are.,"With Huntington's, it's inevitable."
That's just temporary.,"Temporary's fine, we're not hanging wallpaper."
Is there any exclusion criteria we should know about?,CAT scan rEvealed no tumors and Dr. Wilson found no trace of cancer.
No. It's ICP. You're only going to see swelling.,"Take him with you, so he can see the degeneration too."
"Doctor House, Barely 90 over 40. What do you think?",You give her dopamine?
Maybe I just want a friend and Wilson is a safe choice.,I'm not safe? Cool. Wilson is nEver a safe choice.
So put on a white coat like the rest of us.,I don't want them to think I'm a doctor.
"Well, there's lots of interesting stuff at his place. The mints weren't high up on the list.",Wrong.
What? Are you serious?,Yes and no.
"Female, seizure with visual and auditory processing deficiency. I did a consult and...",interrupts What kind of race car?
She sent me flowers! How do I do this? What do I say?,"Cameron would tell you to say how you feel. Me, I'd get her drunk."
I'm notifying security.,Is this about the carpet? Do you think I'll back off if you block all my fun?
We'll have to do another UFC.,There's no time! We've got less than an hour to make the call.
"Look, this has got nothing, and I mean nothing to do with him being gay! Now Kal brought this on himself, with what he did to his mother!",He steal her signature look?
"All done, all done.",What did we get?
"Because he's a wimp, because he's afraid of you.",You want me to intimidate him into not being afraid? Not sure I know how to do that.
"gets up from the bed and looks at House like he's crazy which not to negate he isn't Most...commonly? You wanna treat me like any other Patient, do it. But the House I know nEver uses phrases like most commonly",You're not laughing anymore.
What are you doing?,Put your hand here. Press hard.
I asked him back in.,At the tail end of me Patiently explaining how you idiots were idiots.
Wow. This is fantastic. How are you gonna screw it up?,SEveral good options.
"sitting at her desk No. I said I didn't know anything about Wilson having a friend named Sarah. Under House rules, that is not a lie. He's lonely. That cat is a nice way for him to get some affection.",That's not the kind of putty tat he needs to be getting it from. He needs a putty tat he can tap.
It is easier to say no to dessert than to pretend you don't eat.,Says someone who's obviously nEver been on a diet.
We'll give you another canister.,"Yeah, and when I change it, I will be exposed."
Duh. Can't you tell?,Any other compulsions besides drinking massive amounts of water?
"You're living in the same apartment for 15 years. You drive a 10-yr-old car, you are not good with change.","That used to be true, but I changed."
You can buy a shovel.,Let's see!
"Actually, I think we just saved it. she turns to the monitor",Look at that. Arrhythmia.
Did you look at her knees?,"Those knobby things in the middle of her legs, any scars or scabs?"
No one's gonna risk their life to save hers.,"Man, one false accusation from a psychopath, and you turned out to be a real bummer. I'm gonna go see if Wilson has any liver left."
"Yeah, you were in my face. You were","No, I wasn't."
"Luca, my mind was not clear then.",And then you cleared it.
sitting up I know.,You're worried that you can nEver trust men again.
Infection means we have a new clue.,And a full two or three hours to figure it out.
"If you release my brother to the government, and he does what they want, Even if you fix him, he's dead. I need time to convince him of that. He shuts off the stop. Good news is, if you screw up you don't have to worry about a malpractice suit. If he's dead, one by one, I'll take away the things you love till there's nothing left. Elevator opens, House leaves.","So, on the Mafia thing, that's a yes."
"And you're always right. And I don't mean you always think you're right. But y-you are actually always right, because that's all that matters.","That doesn't Even make sense. What, you want me to be wrong?"
Why would he fake anything?,"getting up off the bed Kryo podia. It's Greek for duh. taking his cane and backpack from Chase Still, you get to keep the engagement ring."
What's happening to her?,"It's hit her brain, whatEver it is."
I needed to be aggressive.,You're an idiot.
reaches for pills Mmmhmm.,Then why are you still here?
"Oh, that's right. I forgot it was hard for you to carry and walk. I booked a room at the airport hotel when I saw how bad the weather was it was the last one available. Your leg can't handle a night on a cot.",Thanks. He looks shocked and stunned into quietness.
He's down here somewhere.,Somewhere. Very helpful.
Animals also eat their young and kill their rivals. That make it weird that most of us don't?,Says the guy whose opposable thumbs have been all over how Many women who aren't his wife?
Who says it's a duty?,Hi. I'm Greg.
I have changed. It's not something you get over.,"Nearly dying changes Everything forEver. For about 2 months. 2 months is too long, I need the guy I hired back now."
That's it. There's nothing there to tell us what the underlying cause is. We've got to do an MRI.,You're looking at the wrong part of the scan.
You've been so nice to us.,That's the job.
It would if liver failure opened pulmonary av shunts.,Fibrosis fits. Start the Patient on steroids and find out how he pimped his ride.
"No, I'm following the one halfway in between that point and that point.",House focuses on the target with his cane. Pretty. Who hired you?
We found lactose. The coke was cut with milk powder.,Makes it nutritious.
He has a cockroach in his ear?,"collecting his coat from his office He was scratParkng that ear right before the Event, so I took a peek. My guess is, it started biting."
"No, no, no. She wants to see ME naked. She sent me flowers.",Just thanking you for the play. You see some people fell an emotion called gratitude.
Where's the head?,"turns to his mother Well, good thing we got that cleared up"
It could also be a food allergy.,Cameron says it's not.
He's right. This sample from his eyes is crawling with it.,Treat with amphotericin B.
"shouting into Foreman's ear Back off, Foreman!","If the approved treatment doesn't work, we go with an unapproved treatment."
Did you sleep here?,Suddenly wakes up and looks at the Ducklings all looking worriedly at him. Lower.
Why doesn't he have MS?,"He was on the roof thinking he was on the lacrosse field, conscious, and therefore not a night terror. You want some of this? Asking Foreman about the coffee"
"Oh, really? I should be thanking you?","If this was about getting the story out there, then yeah."
"But you had been abusing Vicodin for years. NEver had delusions. NEver had trouble sleeping. NEver had any pRoblems other than narcissism and antisocial behavior, until two colleagues died. Your father died. Your issues run deeper than Vicodin.","Well, that's not gonna cheer me up, is it?"
Angioneurotic edema can cause rapid swelling.,"Hey, we're having a conversation here. No abdominal pain. to Taub So that must have been nice, having Ruby and the baby under one roof."
"Or you could have stayed out of it. I could have kept my mouth shut, been annoyed sometimes, but I'd be happy, because I'd still be with her. House listens, still playing with his red rubber band. Now all I have is cold milk. He starts to leave.","As long as you're free, you want to grab some dinner? Wilson looks like he wants to strangle House, but leaves anyway."
Who's that from?,"glances to the present Santa, obviously."
Sighs. My accounts have been frozen as part of a police investigation.,Trying to be supportive. They can't keep your money forEver.
I simply want you to answer the question! Is there anything on the recipient exclusion criteria that would disqualify your Patient from getting a heart?,looks at Wilson and Vogler before answering No.
He builds wind turbines and leases them out to local power companies.,"You're right. I don't care. Heavy rubber band shaking. Clotting disorder DIC. Factor five leiden, antiphospholipid syndrome."
They were Prada. It means she has good taste.,They were not Prada. You wouldn't know Prada if one stepped on your scrotum.
"You do the cases you want to do, when you want to do them. You're not going to get that anywhere else.","Relax, I've been through three regime changes in this hospital. Every time, same story."
I think so. She's stabilized.,How long was her oxygen at that lEvel?
What are you going to do now?,"Oh, now I've gotta slide my butt from one padded seat to another. What if I bump my knee?"
"How Many millimeters? House looks at Cameron like, this is why he's bee around longer than anyone else.",I can help him.
holding the check I can't accept this.,"Fine. Forget the Parkli. Bye, Wibberly. House stands up to leave"
"Could be MS, seizures could be caused by plaques and lesions on the brain.","Finally finds the file he was looking for on another table and picks it up. Well let's find out which, get an MRI. Walks out."
He's seen three different specialists.,Interesting. Almost as interesting as you trying to step into Kutner's shoes just days after he stepped out of them.
I'll help. She grabs her stuff and rushes out the door behind Kutner and Taub.,"Good thing we don't have a suicidal Patient with a horrific, undiagnosed pain disorder."
You're trying to save me.,Yes! I think that little of you and that much of me.
The brain doesn't have a lymph system.,"I know, all its garbage just gets caught in the snow fence by the side of the road."
But she told me about the tumor.,Yeah? She also tell you why she's refusing to have it removed?
"They give him the wrong meds, who the hell knows what's gonna happen? House!",murmuring Bad things would happen.
"House, got a Patient","sighs Sorry, can't play anymore, my mom's calling me walks out of his office"
"We still have a long way to go. Cold can be protective to the brain, but there is a possibility of damage. We also need to confirm and treat whatEver's making him sick.","I just gotta do a standard battery of tests. Blood, urine, EEG!"
Now! Nicely played.,It's not over.
Whoa whoa whoa. Can you please slow down? House takes a sip of water from the mug and spits it out.,slowly The adenoma is most likely. Check her PTH
Any medical justification. Doesn't need to be a good one.,"Well, Hartig sounds Jewish, so does Aztreonam, so we'll take the Hartig kid off Vancomycin, how's that? pause"
turns back around and shakes her head I'm not lying to her.,"Fine, keep your mouth shut. I still need you. If it doesn't work, you gotta hold the kid down until someone else finishes lying to mom."
"The tests were normal. Course that's just my opinion, you may want to call a couple of guys from maintenance in for a consult.",to Wilson You check her EKG results before she left the other day?
"Could be a million things. There's no way to know unless we get him in for an MRI on his head or exploratory surgery so we can biopsy his bowels, which he won't let us do.",Wouldn't. Pain changes things.
Not without a sample.,So get a sample.
"What, are you trying to scare me now?",It means you're not just sick in the head.
"Lyme disease could cause paralysis. If he was hunting, he'd be exposed to ticks.",No target rash or cardiac involvement. to Chase Roomies with benefits keeping you up?
He shouldn't move after a lumbar puncture.,"I agree, he's gonna have a very nasty headache. That would also be my opinion if consulted tomorrow morning."
Because there are more important things than,"Than what than your brain, your abilities? It's where Everything comes from any meaning in your life, any happiness."
It started just above my ankle and it's radiating up.,"So, what should we do first? He turns, and Keen Student is standing right next to him."
But they aren't gonna be fine?,No idea. They might be.
Sean? What's going on?,"South Pole doc is out of her coma, and now we have a new symptom. Increased intracranial pressure."
"That we're considering a diagnosis unrelated to this kid being a shemale. Assuming a coincidence like that would usually torture you, but you're completely unfazed.","Completely unfazed? You think I'm totally lacking in any fazing? The idea that I'm anything less than half-fazed, I actually find offensive. It greatly fazes me."
It's not going to help her.,"It's not going to hurt her. Well, it is going to hurt her, but"
Our daughter doesn't want it.,PRobably doesn't wanna floss her teeth either. She's a mindless teenybopper.
"With Huntington's, it's inevitable.","Surprised. How could you not get tested? If your mum had it, it's a 50% chance, you're a bomb waiting to explode."
It was rude and unnecessary.,Yeah.
You fed him bacteria?,It's pretty much on Everything.
"She's been taking the decongestants, but she's not getting better, She.. also says...",What?
"Except that he wasn't the Patient or the doctor, he was the guy who stole from the Patient and the doctor. To House This was the 3rd time he's been disorientated in the last 2 weeks.","Running into smoke filled burning buildings can be a bit disorienting. Fortunately I have the cure, stop doing it."
I started him on IV steroids and ancinthroid. sp?,"Great. If it was my case, I'd be adding a little IVIG to the mix."
I could see you on this one.,Am I wearing a dashiki? Wilson chuckles Easy Rider auditions ended four decades ago.
Ethanol can have psychoactive effects...,"from phone, loudly Bosley! Tell whoEver's talking he's an idiot."
Is there any way in which that is not a lie?,"thinks for a moment It's creAmy. But, I had 3 reasons."
I told her not to talk.,Out loud.
Not as funny as you.,High praise.
The surgery went fine. They removed almost a foot of necrotic bowel. They're shackling him and taking him to recovery.,I wonder. I wonder why Clarence killed that second inmate.
"It's in the Collie family, right? Not really.",They share the MDR-1 gene.
You could. Things don't care.,No. They don't. turns and goes back into the hospital
"Not a chance, the MRI was clean.",House finally seems to have found his wallet. Mind? Foreman steps out of his way.
"It's a very nice gesture, but it's still in the apartment.","So! I wanna hear all the dirty, dairy-specific details of your night with java the slut."
If our friendship means anything to you,"Come on, do you know me at all?"
"Other than your curiosity, do you have any reason to keep her on bypass?",Patient's husband prefers her not dead.
All we have is his wife,Who says that his stomach hurts. Works for me.
Which one of us is?,"Both of you. Together. Fighting. Passionate to prove the other one wrong. Couldn't care less about the Patient, but it all works out the same."
"Doctor House, Shut up! I'm 18, I should be able to take care of my mom! I almost killed her. What do you think?","Good example, just the time it takes to express those ridiculous self-centered teenage ideas! I don't envy your schedule. chomps No pickles."
Now I know how to get it. simply No.,frowns You don't Even know what I'm talking about.
Because the world hates you. Or because it's a class on diagnostics. Pick whatEver reason feeds your narcissism better.,"I'm not doing it. He leaves, stops at the door, and walks back in. You're supposed to stop me. Renegotiate."
I'm not gonna let him squeeze my Patients.,They'll be fine. Also your cancer medicine sucks anyway.
"Forget it. Treat your Patient, don't treat your Patient. Come to the meeting, don't come to the meeting. I'm done playing your game. She leaves.","You realize the game is automatically over when the loser loses, right?"
"Patient's brother has sEvere, congenital muscular dystrophy. Life expectancy of about 25. If she's had a latent case of it...",Wouldn't be sudden onset. Foreman!
You think all your pRoblems are your leg.,"And you're here to tell me that no matter how depressed I may be, it's not enough."
Really? I'm an idiot for being surprised.,Can you leave these?
"Your Patient's doing fine, thanks to your team.","It wasn't eosinophilic pneumonitis, was it?"
You feel that?,Your friends are not praying hard enough.
"VO It's okay, just! just!",Not without the results of the LP.
"Which is, I think, the definition of adulthood.","Well, if it is, being a kid is a lot more fun."
with faux drama Walks look good on camera. They give the illusion of the story moving forward.,New Patient.
I'm with Foreman. We would have seen fungus balls on the head CT.,Fungal lesions can be missed.
"Oh, aren't you clEver?",motioning to Air Chase C'mon.
"Scalpel. He's about to cut, when House enters.",Stop the gases.
"If Chase needs a break from you, he should take it.",Absolutely.
"Great, I'll be sure to put a gold star by your name on the board. Anica's biopsy for pancreatic cancer was negative. He leaves.","Okay, I'm gonna give you some antibiotics, and you pRobably shouldn't have sex for awhile."
Because I found someone I love?,Because you're an idiot. House pops some Vicodin At least you two have that in common.
Not initially. It was a pretty tough conversation. Neither of us is ready,You didn't need to shoot yourself. I could have given you a Section 8.
"Something like that. More that if we told you the truth that you'd solved the case based on absolutely no medical proof, that you'd think you were God. And I was worried your wings would melt.","God doesn't limp. House leaves and Wilson looks very, very tired."
There's a Patient in one.,I'm taking a sick day.
"Oh, yeah, right. The hallucinator is going to tell the hallucinatee what happened.","You're not the hallucinatee, Wilson was the hallucinatee."
"Detoxing, I didn't know what I was saying.",Excuse me Cameron lets him go I have to go to jail. Leaves
Oh. Maybe that could make her as happy as you are. The elevator arrives and they step inside. Where are we going?,"Experimenting. The backpack yowls. Another doctor in the elevator looks around. Stop it, Dr. Wilson. It's just not cute anymore!"
Not Even close. Everything okay?,Just waiting for whatEver is about to go wrong.
"You quack, people shoot at you. Cuddy just put me here to make you miserable. Another two days, you can go back to making yourself miserable.",Okay.
You can have the one that gives a crap about people.,seriously They both do.
Not once I call Social Services. I'm not giving up.,"You wanna bet? shows her a shotgun shell One shot, one birdie. You hit, you make the call. You miss, nEver mention it again."
"feeling it If it's cancer, there must be a test.",You just did it.
MRI's aren't telling us if the Cushing's in her adrenals or her brain.,So check her ACTH.
How was it with Cuddy?,What did you think I was talking about? Hmmm. You didn't use garlic. You didn't use it last night either. We always use garlic on Parkcken Florentine.
"Three weeks. The paperwork takes forEver. Your application, your malpractice insurance, criminal records check - you know that's going to take some explaining",You know our relationship was way better when we were sleeping together. Why'd we stop doing that? Did you get married?
We almost done here?,"Assuming you did this shaving your forehead... Okay, then. I'm ordering a head C.T."
"I don't know. A place called Blue Barrel Kennels. They only had the thing for like, two days.",Blue barrel is a kind of cactus. Do you see Many cacti in Jersey?
You read the guy's book about three times.,Years ago. It took three times because it was so badly written.
Safer than intentionally making the kid sicker.,beat Fine. Go.
"I didn't buy a word you said. But a Judge might. long pause I'm gonna let you stay. But for the next six months, I'm gonna hold onto this file, and our investigators are gonna show up unannounced at 600 a.m., 1100 at night, and they better find the two of you sitting on the couch, watParkng NCIS, eating ice cream from the same spoon. Or both of you will be sent to places far less pleasant than New Jersey.",whispers to her What you just said in there!
"So the bruises were caused by trauma. She pRobably got beat up by a boyfriend, or a pimp.",What's that called when you Judge someone before Ever meeting them?
"House, she's a toddler.",I know. I'm grading on a curve. It's that bad.
We had to do something.,"Well next time, go with something that has a chance of working."
What would you have learned if she'd said yes?,"A lot about bondage. She's busy for me, but not for you. She's not interested in the play qua play, she's interested in you."
"Oh, wow, that that's better. Okay, enough.",How cool is that?
Do you want to whine about your mother?,I can tell you about the time I was five and my goldfish died.
"Yes. Yes, why are you merging Cameron and Chase? We should find out before the next time you see her when she'll be black.","Mm-hmm, because, of course it's scientifically impossible for a person to go back and visit somewhere they worked."
guy comes in through the window. Oh.,"Yeah, she didn't buy it either."
Like your life? What life?,Your life. Like the piano? Going on tours. Scoring girls left and right.
"He's not coming back, is he?","We all make mistakes, and we all pay a price. pause, Elise sniffles I need that name."
"But then, what satisfaction would you get? Got it.",checking his watch Start counting.
"Her partner is donating blood, so she's with the nurse.",PRobably singing her lullabies. pops open his vicodin bottle I want her awake.
Kutner hid from Everyone. You didn't get a chance to save him. No one did. Run the tests. Find out if you have a chance to save Eddie.,Bad news.
